,FVG,Top,Bottom,MitigatedIndex,Respected,StatusIndex
1133,1.0,423.70001,423.45001,1135.0,False,1241
1134,,,,,,0
1135,,,,,,0
1136,,,,,,0
1137,,,,,,0
1138,1.0,424.79999,424.10001,1141.0,False,1241
1139,,,,,,0
1140,,,,,,0
1141,,,,,,0
1142,,,,,,0
1143,,,,,,0
1144,,,,,,0
1145,1.0,429.13,426.23001,1188.0,False,1188
1146,1.0,438.0,427.0,1157.0,False,1188
1147,1.0,440.34,439.79999,1152.0,False,1156
1148,,,,,,0
1149,,,,,,0
1150,,,,,,0
1151,-1.0,442.44,442.079987,1153.0,False,1153
1152,,,,,,0
1153,,,,,,0
1154,,,,,,0
1155,,,,,,0
1156,-1.0,440.5,439.39999,1172.0,False,1219
1157,-1.0,438.75,438.51001,1172.0,False,1201
1158,-1.0,437.78,437.73499,1172.0,False,1200
1159,-1.0,435.45999,433.82001,1162.0,False,1169
1160,,,,,,0
1161,,,,,,0
1162,,,,,,0
1163,,,,,,0
1164,,,,,,0
1165,,,,,,0
1166,,,,,,0
1167,,,,,,0
1168,,,,,,0
1169,,,,,,0
1170,,,,,,0
1171,,,,,,0
1172,,,,,,0
1173,,,,,,0
1174,-1.0,435.60999,435.42999,1183.0,False,1199
1175,,,,,,0
1176,,,,,,0
1177,,,,,,0
1178,,,,,,0
1179,,,,,,0
1180,,,,,,0
1181,,,,,,0
1182,,,,,,0
1183,,,,,,0
1184,,,,,,0
1185,,,,,,0
1186,,,,,,0
1187,,,,,,0
1188,-1.0,433.62,429.76999,1198.0,False,1198
1189,,,,,,0
1190,,,,,,0
1191,,,,,,0
1192,,,,,,0
1193,,,,,,0
1194,,,,,,0
1195,1.0,427.85999,427.76999,1197.0,False,1197
1196,,,,,,0
1197,,,,,,0
1198,1.0,433.39999,429.35001,1208.0,False,1224
1199,,,,,,0
1200,,,,,,0
1201,,,,,,0
1202,,,,,,0
1203,,,,,,0
1204,,,,,,0
1205,,,,,,0
1206,-1.0,438.44,438.2774,1211.0,False,1212
1207,-1.0,438.20001,435.73999,1209.0,False,1211
1208,,,,,,0
1209,1.0,436.67001,435.73999,1224.0,False,1224
1210,,,,,,0
1211,1.0,438.20999,437.75,1213.0,False,1224
1212,,,,,,0
1213,,,,,,0
1214,,,,,,0
1215,-1.0,439.43369,439.42001,1217.0,False,1218
1216,,,,,,0
1217,,,,,,0
1218,,,,,,0
1219,1.0,441.0,440.48001,1224.0,False,1224
1220,,,,,,0
1221,,,,,,0
1222,,,,,,0
1223,-1.0,442.81921,432.20001,1250.0,False,1276
1224,-1.0,442.17001,428.64999,1226.0,False,1276
1225,,,,,,0
1226,,,,,,0
1227,,,,,,0
1228,,,,,,0
1229,,,,,,0
1230,,,,,,0
1231,,,,,,0
1232,,,,,,0
1233,,,,,,0
1234,,,,,,0
1235,,,,,,0
1236,,,,,,0
1237,,,,,,0
1238,,,,,,0
1239,-1.0,428.2106,427.60001,1250.0,False,1257
1240,-1.0,425.89999,424.74341,1244.0,False,1245
1241,-1.0,424.01001,423.30991,1243.0,False,1243
1242,,,,,,0
1243,,,,,,0
1244,1.0,424.78,424.41,1246.0,False,1249
1245,,,,,,0
1246,,,,,,0
1247,,,,,,0
1248,,,,,,0
1249,,,,,,0
1250,,,,,,0
1251,,,,,,0
1252,-1.0,424.81,424.3999,1254.0,False,1254
1253,,,,,,0
1254,1.0,425.0,424.3999,1385.0,False,1393
1255,,,,,,0
1256,,,,,,0
1257,1.0,428.60001,428.39001,1259.0,False,1383
1258,,,,,,0
1259,,,,,,0
1260,,,,,,0
1261,1.0,430.35999,429.070007,1382.0,False,1383
1262,,,,,,0
1263,,,,,,0
1264,,,,,,0
1265,1.0,432.74051,432.29999,1382.0,False,1382
1266,,,,,,0
1267,1.0,435.67001,433.98999,1310.0,False,1382
1268,1.0,437.16,436.10971,1302.0,False,1310
1269,1.0,438.79999,437.72,1271.0,False,1272
1270,,,,,,0
1271,-1.0,438.79999,438.78061,1273.0,False,1273
1272,,,,,,0
1273,,,,,,0
1274,,,,,,0
1275,1.0,444.95001,439.79999,1277.0,False,1303
1276,1.0,441.5,440.47,1278.0,False,1302
1277,,,,,,0
1278,,,,,,0
1279,,,,,,0
1280,,,,,,0
1281,,,,,,0
1282,,,,,,0
1283,,,,,,0
1284,,,,,,0
1285,,,,,,0
1286,,,,,,0
1287,,,,,,0
1288,,,,,,0
1289,,,,,,0
1290,,,,,,0
1291,,,,,,0
1292,,,,,,0
1293,,,,,,0
1294,1.0,442.79999,442.45001,1296.0,False,1296
1295,,,,,,0
1296,,,,,,0
1297,,,,,,0
1298,-1.0,441.84,441.69,1301.0,False,1301
1299,,,,,,0
1300,,,,,,0
1301,,,,,,0
1302,-1.0,441.36499,441.29999,1321.0,False,1321
1303,,,,,,0
1304,,,,,,0
1305,,,,,,0
1306,,,,,,0
1307,,,,,,0
1308,,,,,,0
1309,-1.0,438.85999,438.35001,1319.0,False,1320
1310,-1.0,437.10001,435.75,1312.0,False,1316
1311,,,,,,0
1312,,,,,,0
1313,,,,,,0
1314,,,,,,0
1315,1.0,436.32999,436.16,1317.0,False,1379
1316,,,,,,0
1317,,,,,,0
1318,,,,,,0
1319,1.0,438.24011,438.14999,1379.0,False,1379
1320,1.0,440.15411,439.78,1371.0,False,1378
1321,1.0,442.59,440.20999,1323.0,False,1378
1322,,,,,,0
1323,,,,,,0
1324,,,,,,0
1325,,,,,,0
1326,,,,,,0
1327,,,,,,0
1328,,,,,,0
1329,,,,,,0
1330,1.0,449.29999,448.60001,1362.0,False,1362
1331,1.0,453.12,450.70999,1337.0,False,1361
1332,,,,,,0
1333,,,,,,0
1334,,,,,,0
1335,-1.0,455.39999,455.38,1337.0,False,1337
1336,,,,,,0
1337,,,,,,0
1338,,,,,,0
1339,1.0,455.91,455.70999,1341.0,False,1354
1340,,,,,,0
1341,,,,,,0
1342,1.0,457.73001,456.9899,1354.0,False,1354
1343,,,,,,0
1344,,,,,,0
1345,,,,,,0
1346,,,,,,0
1347,,,,,,0
1348,,,,,,0
1349,,,,,,0
1350,,,,,,0
1351,,,,,,0
1352,,,,,,0
1353,,,,,,0
1354,,,,,,0
1355,,,,,,0
1356,,,,,,0
1357,,,,,,0
1358,,,,,,0
1359,,,,,,0
1360,,,,,,0
1361,,,,,,0
1362,-1.0,450.14999,448.7691,1364.0,False,1426
1363,,,,,,0
1364,,,,,,0
1365,,,,,,0
1366,-1.0,446.64999,444.42001,1368.0,False,1415
1367,,,,,,0
1368,,,,,,0
1369,,,,,,0
1370,,,,,,0
1371,,,,,,0
1372,,,,,,0
1373,,,,,,0
1374,,,,,,0
1375,,,,,,0
1376,,,,,,0
1377,,,,,,0
1378,-1.0,441.5,439.42099,1380.0,False,1406
1379,,,,,,0
1380,,,,,,0
1381,-1.0,438.38,438.29999,1406.0,False,1406
1382,-1.0,436.28,433.59991,1406.0,False,1406
1383,,,,,,0
1384,,,,,,0
1385,,,,,,0
1386,,,,,,0
1387,,,,,,0
1388,,,,,,0
1389,,,,,,0
1390,-1.0,429.01001,428.56989,1403.0,False,1405
1391,,,,,,0
1392,,,,,,0
1393,-1.0,426.5,424.13,1399.0,False,1402
1394,-1.0,423.89999,422.57001,1396.0,False,1399
1395,,,,,,0
1396,,,,,,0
1397,,,,,,0
1398,,,,,,0
1399,1.0,422.20001,420.34,1401.0,False,1522
1400,,,,,,0
1401,,,,,,0
1402,1.0,426.73001,423.64001,1405.0,False,1520
1403,,,,,,0
1404,,,,,,0
1405,1.0,439.0,428.47989,1407.0,False,1488
1406,1.0,436.69,430.22739,1441.0,False,1484
1407,,,,,,0
1408,,,,,,0
1409,1.0,442.59009,441.98001,1432.0,False,1440
1410,,,,,,0
1411,,,,,,0
1412,,,,,,0
1413,,,,,,0
1414,,,,,,0
1415,,,,,,0
1416,,,,,,0
1417,1.0,447.23001,447.1127,1432.0,False,1436
1418,,,,,,0
1419,,,,,,0
1420,,,,,,0
1421,,,,,,0
1422,,,,,,0
1423,,,,,,0
1424,,,,,,0
1425,1.0,449.30621,449.10999,1432.0,False,1434
1426,1.0,449.85001,449.7865,1431.0,False,1432
1427,,,,,,0
1428,1.0,451.35999,450.72989,1430.0,False,1430
1429,,,,,,0
1430,,,,,,0
1431,,,,,,0
1432,,,,,,0
1433,,,,,,0
1434,,,,,,0
1435,,,,,,0
1436,,,,,,0
1437,,,,,,0
1438,-1.0,446.35001,444.95001,1444.0,False,1444
1439,,,,,,0
1440,-1.0,442.5,441.888,1442.0,False,1443
1441,,,,,,0
1442,,,,,,0
1443,,,,,,0
1444,1.0,444.44009,443.26001,1451.0,False,1452
1445,,,,,,0
1446,1.0,446.79999,446.73999,1449.0,False,1451
1447,,,,,,0
1448,,,,,,0
1449,,,,,,0
1450,,,,,,0
1451,-1.0,446.52179,445.17001,0.0,,0
1452,-1.0,442.52011,441.29999,1454.0,True,1454
1453,,,,,,0
1454,-1.0,437.74011,435.30991,1456.0,False,1477
1455,,,,,,0
1456,,,,,,0
1457,,,,,,0
1458,,,,,,0
1459,,,,,,0
1460,,,,,,0
1461,,,,,,0
1462,,,,,,0
1463,,,,,,0
1464,1.0,433.92001,433.070007,1466.0,False,1484
1465,,,,,,0
1466,,,,,,0
1467,,,,,,0
1468,,,,,,0
1469,,,,,,0
1470,,,,,,0
1471,,,,,,0
1472,,,,,,0
1473,,,,,,0
1474,,,,,,0
1475,,,,,,0
1476,,,,,,0
1477,1.0,437.57001,437.42001,1479.0,False,1479
1478,,,,,,0
1479,,,,,,0
1480,,,,,,0
1481,,,,,,0
1482,,,,,,0
1483,,,,,,0
1484,-1.0,437.66,431.745,1487.0,False,1510
1485,,,,,,0
1486,,,,,,0
1487,,,,,,0
1488,,,,,,0
1489,,,,,,0
1490,,,,,,0
1491,,,,,,0
1492,,,,,,0
1493,,,,,,0
1494,,,,,,0
1495,1.0,430.92,430.9,1498.0,False,1498
1496,,,,,,0
1497,,,,,,0
1498,-1.0,431.8801,431.45,1502.0,False,1504
1499,,,,,,0
1500,,,,,,0
1501,,,,,,0
1502,1.0,431.24,430.92001,1516.0,False,1517
1503,,,,,,0
1504,1.0,432.37,432.01001,1516.0,False,1516
1505,1.0,433.575,432.55,1512.0,False,1516
1506,1.0,434.5,434.040009,1509.0,False,1516
1507,,,,,,0
1508,,,,,,0
1509,1.0,435.88,435.68,1512.0,False,1512
1510,1.0,436.39999,436.16101,1512.0,False,1512
1511,,,,,,0
1512,,,,,,0
1513,,,,,,0
1514,,,,,,0
1515,-1.0,436.20999,435.10999,1555.0,False,1590
1516,-1.0,433.37009,431.20001,1553.0,False,1554
1517,-1.0,428.14581,425.0,1519.0,False,1549
1518,,,,,,0
1519,,,,,,0
1520,,,,,,0
1521,,,,,,0
1522,,,,,,0
1523,,,,,,0
1524,,,,,,0
1525,,,,,,0
1526,,,,,,0
1527,,,,,,0
1528,,,,,,0
1529,,,,,,0
1530,,,,,,0
1531,,,,,,0
1532,,,,,,0
1533,,,,,,0
1534,,,,,,0
1535,,,,,,0
1536,1.0,422.0,416.16,1539.0,True,1539
1537,,,,,,0
1538,,,,,,0
1539,,,,,,0
1540,,,,,,0
1541,,,,,,0
1542,,,,,,0
1543,1.0,424.54001,423.32001,1562.0,False,1562
1544,,,,,,0
1545,,,,,,0
1546,,,,,,0
1547,,,,,,0
1548,,,,,,0
1549,,,,,,0
1550,,,,,,0
1551,,,,,,0
1552,1.0,429.98001,429.019989,1562.0,False,1562
1553,1.0,430.79999,430.53,1562.0,False,1562
1554,1.0,433.5,431.54001,1556.0,False,1562
1555,,,,,,0
1556,,,,,,0
1557,,,,,,0
1558,,,,,,0
1559,,,,,,0
1560,,,,,,0
1561,,,,,,0
1562,-1.0,433.0,422.19351,1564.0,False,1580
1563,,,,,,0
1564,,,,,,0
1565,1.0,422.67001,422.47,1567.0,True,1567
1566,,,,,,0
1567,,,,,,0
1568,,,,,,0
1569,,,,,,0
1570,1.0,426.56,424.57999,1572.0,False,1632
1571,,,,,,0
1572,,,,,,0
1573,1.0,430.42001,428.25,1575.0,False,1586
1574,,,,,,0
1575,,,,,,0
1576,,,,,,0
1577,,,,,,0
1578,,,,,,0
1579,,,,,,0
1580,,,,,,0
1581,,,,,,0
1582,,,,,,0
1583,,,,,,0
1584,,,,,,0
1585,,,,,,0
1586,-1.0,431.060913,429.75,1588.0,False,1588
1587,,,,,,0
1588,,,,,,0
1589,,,,,,0
1590,1.0,436.01001,435.85999,1594.0,False,1594
1591,1.0,437.48001,437.29001,1593.0,False,1593
1592,,,,,,0
1593,,,,,,0
1594,,,,,,0
1595,,,,,,0
1596,,,,,,0
1597,,,,,,0
1598,,,,,,0
1599,,,,,,0
1600,,,,,,0
1601,,,,,,0
1602,-1.0,432.51001,430.39999,1604.0,False,1605
1603,,,,,,0
1604,1.0,430.87061,430.39999,1606.0,False,1625
1605,,,,,,0
1606,,,,,,0
1607,,,,,,0
1608,1.0,433.25,433.17999,1610.0,False,1623
1609,,,,,,0
1610,,,,,,0
1611,,,,,,0
1612,,,,,,0
1613,,,,,,0
1614,,,,,,0
1615,,,,,,0
1616,,,,,,0
1617,,,,,,0
1618,,,,,,0
1619,,,,,,0
1620,,,,,,0
1621,,,,,,0
1622,-1.0,434.64001,434.45001,1642.0,False,1642
1623,,,,,,0
1624,,,,,,0
1625,-1.0,430.12,429.6423,1627.0,False,1627
1626,,,,,,0
1627,,,,,,0
1628,,,,,,0
1629,,,,,,0
1630,,,,,,0
1631,-1.0,429.070099,428.79581,1639.0,False,1641
1632,-1.0,427.45999,425.51001,1634.0,False,1639
1633,,,,,,0
1634,,,,,,0
1635,1.0,425.9252,425.70001,1637.0,False,1637
1636,,,,,,0
1637,,,,,,0
1638,1.0,426.45999,426.35001,1640.0,True,1640
1639,,,,,,0
1640,,,,,,0
1641,1.0,431.14999,430.089996,1648.0,True,1648
1642,1.0,436.79001,434.14999,1644.0,False,1645
1643,,,,,,0
1644,,,,,,0
1645,,,,,,0
1646,,,,,,0
1647,,,,,,0
1648,,,,,,0
1649,1.0,435.16199,435.10001,1655.0,True,1655
1650,1.0,437.39001,436.5,1652.0,False,1653
1651,,,,,,0
1652,,,,,,0
1653,,,,,,0
1654,,,,,,0
1655,,,,,,0
1656,,,,,,0
1657,1.0,438.56,438.01001,1660.0,False,1660
1658,,,,,,0
1659,,,,,,0
1660,,,,,,0
1661,,,,,,0
1662,,,,,,0
1663,,,,,,0
1664,,,,,,0
1665,,,,,,0
